두유,두유,
딸기우유,딸기우유,
마가린,마가린,
바나나우유,바나나우유,
버터,버터,"해바라기유"
생크림,생크림,
연유,연유,
요거트,요거트,
요거트파우더,요거트파우더,
요구르트,요구르트,
초코우유,초코우유,
커피우유,커피우유,
크림치즈,치즈,
피자치즈,치즈,
휘핑크림,휘핑크림,
흰우유,우유,
